url,wordCount,images,status
https://www.100seotools.com/category/keyword-research,11,0,200
https://www.100seotools.com/category/on-page-seo,8,0,404
https://www.100seotools.com/category/technical-seo,11,0,200
https://www.100seotools.com/category/backlink-analysis,8,0,404
https://www.100seotools.com/category/content,8,0,404
https://www.100seotools.com/category/local-seo,11,0,200
