url,device,status,hasViewport,tapTargetsTooSmall,fontTooSmall,screenshot
https://www.100seotools.com/,iPhone14_390x844,200,true,70,0,C:\Users\AbhishekAdhikari\Learn\100SeoTools\docs\Reports\Mobile\Mobile_iPhone14_390x844_20251119_133222.png
https://www.100seotools.com/,Pixel7_412x915,200,true,70,0,C:\Users\AbhishekAdhikari\Learn\100SeoTools\docs\Reports\Mobile\Mobile_Pixel7_412x915_20251119_133226.png
https://www.100seotools.com/,iPad_768x1024,200,true,70,0,C:\Users\AbhishekAdhikari\Learn\100SeoTools\docs\Reports\Mobile\Mobile_iPad_768x1024_20251119_133229.png
